,bpm,hrv,br,ibi,sdnn,sdsd,pnn20,pnn50,sd1,sd2,s,sd1/sd2,lf,hf,lf/hf
0,156.75675675675674,283.26665882168345,0.4504504504504505,382.7586206896552,201.30430818700634,156.66524822052912,0.9333333333333333,0.8,200.03110869173432,217.83786019269775,136892.85372751733,0.9182568563370402,0.0,170654.21712733476,0.0
1,223.1075697211155,322.5871975140985,1.4608233731739708,268.92857142857144,191.14951675351426,199.18192061530084,0.75,0.75,227.03076608688963,173.473250819831,123727.7468864708,1.3087364479188976,0.0,73153.59570527617,0.0
2,153.7102473498233,389.3189319429904,0.441696113074205,390.3448275862069,217.81806325496214,162.36418994813727,1.0,1.0,275.11589811650236,141.25389453708345,122086.0354792284,1.9476694714727036,0.0,322353.35741290625,0.0
3,193.26500732064423,256.9357896440276,0.5856515373352855,310.45454545454544,178.1336901606429,158.27267610045647,0.96,0.88,175.80807717508316,167.43619680343912,92477.91880559079,1.0500004212438734,43041.9593228092,108015.77450906934,0.3984784585254746
4,203.6727879799666,243.19891917053062,0.1669449081803005,294.59016393442624,157.10050839929636,138.78010796705317,0.8571428571428571,0.8571428571428571,171.88106946611754,137.37926053262112,74182.09502037687,1.2511427765714598,12414.380437479085,117753.56967206436,0.10542678639851247
5,190.72847682119206,292.8644143923794,0.728476821192053,314.5833333333333,190.78738529810846,159.45085346020304,0.9565217391304348,0.9130434782608695,205.79873442912032,174.903700211934,113081.50237533922,1.1766402550646455,1.4680674457408788e+18,5662120943632438.0,259.27871558304525
6,219.39586645469,278.77111280283924,0.582935877053524,273.4782608695652,183.63342570092348,148.7352441067892,0.9555555555555556,0.9111111111111111,196.42923520811365,186.42934649504056,115045.6694619435,1.053639026800639,41570.80071374915,86234.14828596482,0.4820688966034013
7,197.29206963249516,271.8783866784139,0.3868471953578337,304.11764705882354,170.10004519357372,147.77041970156105,1.0,0.9642857142857143,192.12609459542392,138.07417224382093,83339.0749993365,1.3914701893425396,40056.370705899324,111358.12733341477,0.3597076537212904
8,133.60323886639677,308.010695001479,0.8097165991902834,449.09090909090907,196.45901163013292,190.0937667005636,0.8235294117647058,0.7647058823529411,216.6351676153963,131.70954727843633,89638.81139003405,1.6447947175570021,18133.35444432171,93842.21544397803,0.19323237797115914
9,195.46742209631728,258.2265524320696,1.13314447592068,306.95652173913044,172.25953075440498,148.92966578715578,0.9285714285714286,0.8809523809523809,182.33245656369928,157.25501048295874,90077.91970291702,1.1594699336048062,33065.694238549775,278761.50531878264,0.11861642876672271
10,167.98880074661687,272.58496675819106,0.7932804479701353,357.1666666666667,180.9151888470273,142.60329658615424,0.9487179487179487,0.8974358974358975,191.82212201862038,168.49978100836955,101542.51236179234,1.1384116992359319,42201.843170887805,154933.84225788875,0.2723862169547339
11,177.29393468118195,251.905240120169,0.673924313115604,338.42105263157896,176.77212483361228,143.73233587122976,0.90625,0.84375,172.20933391515106,185.4618390666932,100337.0022692703,0.9285432236721407,20778.490047313615,65650.41425955435,0.3165020401114932
12,218.50393700787401,234.6202605630355,0.6889763779527558,274.5945945945946,185.69947524405322,119.34264395708126,1.0,0.8666666666666667,128.3450211127975,144.7802933183012,58376.539998274886,0.8864812894848156,0.0,128111.93166093741,0.0
13,175.69546120058564,311.95352217918617,0.6588579795021963,341.5,190.11246671378498,157.1138122508648,0.95,0.8,220.57056693947175,135.50415122792364,93896.63581399953,1.627777193102098,11989.42629146723,64817.9154609625,0.18497087118896985
14,191.72932330827066,348.93957002525775,1.1278195488721803,312.94117647058823,190.31752742633753,164.65755593547354,1.0,0.9411764705882353,246.65863947785354,153.37156636822291,118847.77550745022,1.608242292353342,0.0,91167.32431074834,0.0
15,164.94845360824743,329.4469519021948,0.25773195876288657,363.75,189.20475020463942,144.87555810294617,0.8823529411764706,0.8823529411764706,227.63489859602706,145.13208397631433,103789.19616685392,1.5684670981033886,0.0,75680.98356731431,0.0
16,140.81632653061226,218.83991658495276,0.6122448979591836,426.0869565217391,168.0512119262092,92.81635649527432,1.0,0.9090909090909091,151.0897057166825,173.18599374589178,82204.8637666551,0.8724129616299676,0.0,12287.63238660711,0.0
17,253.5211267605634,229.15396235181808,0.9942004971002485,236.66666666666666,144.81450835487914,130.9145120582727,0.8846153846153846,0.8461538461538461,160.37885066194036,162.81569243823523,82033.87565504352,0.9850331270911169,0.0,130993.1365992556,0.0
18,194.69026548672565,350.957872929827,0.9832841691248771,308.1818181818182,194.5539505366609,164.53397391246762,1.0,0.8571428571428571,246.9776491581241,159.90430811926876,124070.2592779364,1.544534053290856,0.0,123465.14713877183,0.0
19,237.10208562019758,243.80040271426205,0.32930845225027444,253.05555555555554,162.74245919455487,146.03064180885954,0.8863636363636364,0.8181818181818182,161.27486354534682,156.48540118849417,79284.88186804675,1.0306064484001516,4698.461418472615,318037.5923731078,0.014773289482586027
20,195.2755905511811,238.92686435733407,0.6824146981627297,307.258064516129,177.38394074707998,141.13041274593806,0.8604651162790697,0.813953488372093,168.91150905356258,177.77849137528796,94338.36195124376,0.9501234246441698,16555.74485148242,128986.94363350535,0.12835209816679413
21,228.31858407079648,240.1164971495916,0.1327433628318584,262.7906976744186,172.3345257070563,133.1303875386162,0.9152542372881356,0.8983050847457628,167.85797542511307,186.27010687369335,98227.93566639091,0.9011535894964335,75638.6845083572,163335.40861026477,0.46308810289163294
22,233.76623376623374,249.79289667256387,1.3468013468013469,256.6666666666667,160.66220986595556,131.65635150168643,0.9649122807017544,0.8771929824561403,175.56688292094847,139.65143699043477,77026.09485928815,1.2571792077798216,5371.072585078609,206974.56252655573,0.025950399505685524
23,189.5360315893386,365.59882384931166,0.8884501480750245,316.5625,214.4558429927942,179.05568267999763,0.9375,0.8125,257.785036416003,171.46200380842396,138859.45996095875,1.5034528390559843,0.0,28017.339666548483,0.0
24,163.82252559726962,343.0222816586201,0.9101251422070534,366.25,199.87105218115005,167.60771742009825,1.0,0.9285714285714286,241.98003375215455,165.1012367226452,125510.40532746917,1.4656464031136156,0.0,69112.15601936718,0.0
25,202.6578073089701,288.6462656378334,0.6090808416389812,296.0655737704918,178.2453520744544,142.33719311272748,0.9444444444444444,0.8611111111111112,203.86731644883486,132.0785867823386,84592.1167277936,1.5435304193919175,18032.770895064637,253032.70379903883,0.07126656208592881
26,229.20517560073938,246.46321763512466,0.8009858287122612,261.7741935483871,169.54896707810656,112.83427845501413,0.9411764705882353,0.9117647058823529,173.92688775384048,157.40996767636867,86009.97633977223,1.1049293149683521,9673.07408186589,130169.23129281531,0.07431152497249015
27,159.23566878980893,279.06988372090603,0.8492569002123143,376.8,175.56127135561533,171.69740825067802,1.0,0.9,197.0076140660558,208.7630235458377,129207.12475211735,0.9436901742458199,0.0,122288.09677443859,0.0
28,160.71428571428572,258.1210386393083,0.7518796992481203,373.3333333333333,183.15302137766136,137.37309336986962,0.9705882352941176,0.9705882352941176,181.95414171867952,187.6416420018456,107260.8027682056,0.9696895623887679,24997.505628590465,258783.12795272222,0.09659635010346318
29,146.52473387601754,220.18390581727897,0.8140262993112085,409.4871794871795,140.7661949137869,124.75826966714524,0.9047619047619048,0.7619047619047619,153.04024043611457,128.64900657768032,61853.168101563286,1.189595197874353,10202.893633134012,35981.33433767254,0.28356073561317485
30,178.04154302670622,343.84381836608816,0.5934718100890207,337.0,194.14170082699903,168.01360489130465,1.0,1.0,240.69626893151255,130.02354574837432,98319.85650866419,1.8511744741780507,0.0,29048.64348575889,0.0
